Generation,Best_Fitness,Average_Fitness,Worst_Fitness,Top_1_Genome,Top_2_Genome,Top_3_Genome,Top_4_Genome,Top_5_Genome,Top_6_Genome,Top_7_Genome,Top_8_Genome,Top_9_Genome,Top_10_Genome
7,-1,-92.3,-141,"[-8, 39, 29, 20, 10, 9, -3, 3]","[-6, 22, 18, 13, 9, 7, -2, 3]","[-7, 20, 15, 11, 11, 5, -4, 4]","[-5, 13, 11, 8, 7, 6, -1, 3]","[-6, 9, 7, 5, 9, 4, -3, 4]","[-11, 6, 0, 10, 16, 6, -11, 8]","[2, -2, 2, 5, 8, 5, -14, 7]","[-1, 1, 4, -15, 8, -2, 10, 4]","[1, -2, 1, -3, 14, 5, -3, -8]","[-6, -4, -3, 2, 20, 4, -14, 2]"
8,-1,-95.0,-137,"[-8, 39, 29, 20, 10, 9, -3, 3]","[-6, 15, 13, 9, 11, 5, -5, 2]","[-5, 12, 10, 7, 7, 6, -1, 2]","[-5, 12, 10, 6, 8, 6, -1, 2]","[0, 9, 0, -2, 15, 5, -5, 3]","[-6, 2, 3, 1, 16, 1, -9, 2]","[-3, 0, 1, 10, 3, -7, 6, -2]","[-5, -4, -2, 1, 19, 4, -12, 1]","[-6, -3, -2, 0, 19, 1, -13, 2]","[-2, -2, 2, -5, 15, 1, -9, -5]"
9,-1,-86.95,-131,"[-8, 39, 29, 20, 10, 9, -3, 3]","[-8, 34, 25, 18, 11, 8, -4, 3]","[-6, 14, 12, 8, 11, 4, -5, 2]","[-4, 11, 8, 4, 9, 6, -2, 2]","[-1, 10, 2, 0, 14, 5, -4, 3]","[7, 0, -1, 6, 16, -5, 2, 3]","[-1, 8, 1, -1, 15, 4, -6, 3]","[-5, 3, 2, 0, 16, 2, -8, 2]","[-6, 2, 2, 2, 18, 2, -12, 2]","[-6, 1, 2, 1, 16, 1, -9, 2]"
0,-4,-119.25,-244,"[-17, 45, 38, -26, 37, 22, 37, -32]","[29, -26, -4, -2, 27, 38, 23, 0]","[44, -34, -25, 35, -2, 40, 35, -9]","[-4, 8, 36, 2, 28, -9, -9, 30]","[44, 6, 15, 16, 30, -48, 0, -2]","[40, 1, 25, 3, 0, -30, 28, -15]","[-6, 25, 19, -31, 22, 6, -6, 23]","[22, -16, -3, -10, -4, -12, 46, 18]","[22, -31, 35, 43, 29, -48, -46, -14]","[14, 36, -2, 20, -47, 11, -48, 2]"
1,-1,-93.4,-200,"[38, 0, 24, 2, 2, 1, 27, 5]","[-16, 43, 37, -25, 36, 22, 37, -31]","[-17, 45, 38, -26, 37, 22, 37, -32]","[43, -32, -24, 34, -1, 40, 35, -10]","[22, 3, 13, 13, 10, -27, 5, 4]","[37, -27, -22, 19, -5, 30, 22, -13]","[35, 8, 20, 6, -9, -22, 14, -12]","[19, -31, -11, 15, -16, 40, 26, -9]","[9, 19, 2, -34, 5, 7, 6, 7]","[12, -12, 36, 26, 31, -31, -25, -18]"
2,-1,-90.25,-172,"[38, 0, 24, 2, 2, 1, 27, 5]","[-16, 43, 37, -25, 36, 22, 37, -31]","[-16, 43, 37, -25, 36, 22, 37, -31]","[-10, 30, 20, -28, 35, 13, 37, -28]","[0, 33, 31, -30, 21, 18, 16, -28]","[-14, 19, 26, -19, 13, 29, 30, -24]","[7, -3, 17, 5, 5, 34, 0, -17]","[31, -27, -31, 7, 11, 17, 36, -11]","[10, 11, -8, -34, 10, 2, 13, 3]","[25, -24, -36, -9, 18, 5, 36, -12]"
3,-1,-70.8,-153,"[38, 0, 24, 2, 2, 1, 27, 5]","[38, 0, 24, 2, 2, 1, 27, 5]","[-19, 39, 30, -21, 29, 18, 29, -29]","[-10, 30, 20, -28, 35, 13, 37, -28]","[4, 9, 8, -17, 2, 13, 36, 9]","[-14, 19, 26, -19, 13, 29, 30, -24]","[-14, 19, 26, -19, 13, 29, 30, -24]","[4, 10, 1, -17, 27, 14, 37, -22]","[24, -2, 3, -14, 15, -3, 31, -5]","[-10, 30, 7, 7, 35, 0, 0, -28]"
4,-1,-65.1,-142,"[38, 0, 24, 2, 2, 1, 27, 5]","[18, 14, 26, -6, 11, 7, 28, -7]","[1, 25, 28, -13, 20, 12, 28, -17]","[32, -1, 15, -4, 7, -1, 29, 1]","[-18, 34, 29, -20, 25, 21, 29, -28]","[-12, 24, 23, -23, 23, 22, 33, -26]","[-15, 24, 27, -20, 17, 26, 30, -25]","[26, -1, 5, -12, 14, -3, 31, -3]","[3, 10, 7, -15, 0, 11, 30, 7]","[5, 8, -1, -16, 25, 14, 36, -21]"
5,-1,-68.0,-141,"[38, 0, 24, 2, 2, 1, 27, 5]","[38, 0, 24, 2, 2, 1, 27, 5]","[38, 0, 24, 2, 2, 1, 27, 5]","[15, 11, 24, -9, 12, 11, 30, -9]","[7, 13, 10, 2, 13, 12, 30, -12]","[-9, 24, 17, -11, 16, 13, 24, -19]","[-5, 21, 12, -8, 13, 11, 23, -15]","[3, 10, 5, -11, 1, 9, 27, 4]","[4, 10, 2, -18, 12, 8, 29, -6]","[4, 11, 2, -3, 3, 5, 21, -3]"
6,-1,-67.0,-140,"[38, 0, 24, 2, 2, 1, 27, 5]","[13, 9, 20, 2, 11, 10, 29, -8]","[26, 3, 18, -4, 3, 3, 21, -1]","[19, 9, 24, 2, 10, 9, 3, -7]","[22, 4, 16, -6, 3, 4, 19, -3]","[-5, 8, 2, 3, 12, 11, 21, 3]","[-5, 21, 12, -8, 13, 11, 22, -15]","[6, 11, 6, -4, 4, 6, 22, -4]","[4, 10, 2, -18, 12, 8, 29, -7]","[2, 6, 9, -21, 0, 6, 23, 4]"
7,-1,-73.1,-123,"[38, 0, 24, 2, 2, 1, 27, 5]","[6, 11, 6, -4, 4, 6, 21, -3]","[2, 7, 2, -1, 9, 7, 19, -1]","[19, 5, 10, -7, 3, 2, 17, -5]","[9, 7, 2, -4, 7, 3, 17, 1]","[18, 5, 8, -7, 4, 1, 17, -5]","[11, 4, 11, -2, 3, 5, 14, -7]","[-5, 9, 1, 2, 7, 9, 15, 0]","[8, 4, 10, -1, 2, 6, 13, -9]","[3, 6, 8, -20, 0, 6, 21, 4]"
8,-1,-72.95,-103,"[38, 0, 24, 2, 2, 1, 27, 5]","[34, 1, 22, 2, 2, 2, 25, 3]","[27, 2, 19, -3, 2, 3, 22, -1]","[19, 5, 15, 4, 3, 6, 9, 1]","[-5, 9, 1, 1, 6, 8, 14, 0]","[12, 5, 6, -8, 4, 2, 14, -5]","[3, 6, 8, -20, 0, 6, 20, 3]","[9, 7, 3, -14, 6, 7, 8, -1]","[3, 9, 2, -19, 12, 7, 16, -11]","[0, 8, 2, -8, 8, 1, 14, -7]"
9,-1,-72.15,-102,"[38, 0, 24, 2, 2, 1, 27, 5]","[18, 7, 14, 2, 5, 10, 9, 1]","[19, 5, 15, 4, 3, 6, 9, 1]","[16, 6, 12, -1, 4, 6, 9, 0]","[0, 1, 22, 1, 2, 3, 10, 6]","[12, 6, 6, -9, 5, 7, 8, 0]","[10, 7, 4, -12, 6, 7, 8, -1]","[2, 3, 2, 1, 8, 6, 14, -9]","[3, 6, 7, -17, 1, 5, 16, 0]","[0, 8, 2, -8, 8, 1, 14, -7]"
0,-24,-112.35,-282,"[43, 44, 46, 4, -41, 16, -19, -17]","[28, 14, 5, 22, 32, 47, -47, -29]","[27, 12, 3, 27, 21, -39, 36, -16]","[42, 7, 27, 11, 26, -38, -10, 5]","[20, -22, -8, 36, -9, 44, 21, -16]","[20, 12, 29, 19, 43, -14, 50, -8]","[34, -49, 11, 0, 16, -28, 46, 16]","[33, -1, -43, 10, 48, 39, -19, -30]","[-18, 50, 11, 35, 3, 32, 37, 37]","[15, -3, 49, 44, -36, 2, -47, -11]"
1,-5,-66.05,-151,"[20, -6, 9, 28, 15, 17, 34, -12]","[35, 9, 7, 1, 23, 7, -4, 9]","[43, 44, 46, 4, -41, 16, -19, -17]","[39, 37, 36, 8, -23, 24, -26, -20]","[32, 21, 15, 18, 14, 39, -40, -26]","[42, 7, 27, 11, 26, -38, -9, 5]","[28, 9, -6, 24, 26, -23, 25, -19]","[2, -4, 8, 27, 1, 0, 9, 10]","[20, 12, 29, 19, 43, -14, 49, -8]","[32, 2, -34, 13, 43, 23, -8, -27]"
2,-1,-47.8,-113,"[26, 39, 30, 14, -16, 24, -11, -7]","[20, -6, 9, 28, 15, 17, 34, -12]","[18, -4, 8, 25, 17, 9, 27, -10]","[38, 31, 30, 7, -14, 21, -22, -14]","[43, 44, 46, 4, -41, 16, -19, -17]","[4, 9, 28, 1, 34, -27, 17, 5]","[35, 30, 35, 10, -34, 21, -12, -17]","[18, 9, 26, 17, 39, -12, 45, -7]","[23, -7, 4, 4, 15, 16, 0, 6]","[20, -11, 4, 5, 13, 18, 2, 4]"
3,-1,-34.3,-98,"[26, 39, 30, 14, -16, 24, -11, -7]","[24, 2, 14, 23, 8, 18, 21, -12]","[20, -3, 9, 27, 15, 17, 26, -13]","[21, 1, 10, 24, 16, 17, 13, -14]","[34, 23, 25, 12, -7, 20, -9, -14]","[38, 32, 31, 7, -16, 21, -22, -14]","[43, 43, 45, 4, -39, 16, -19, -17]","[42, 42, 44, 5, -38, 16, -20, -17]","[13, 3, 6, 17, 13, 9, 17, -6]","[23, 9, 11, 20, 16, 17, -10, -16]"
4,-1,-23.35,-82,"[26, 39, 30, 14, -16, 24, -11, -7]","[24, 4, 13, 23, 9, 18, 17, -13]","[24, 4, 13, 23, 9, 18, 16, -13]","[33, 26, 1, 10, 8, 0, 9, 5]","[29, 12, 19, 18, 1, 19, 7, -13]","[29, 13, 20, 17, 0, 19, 5, -13]","[22, 5, 11, 23, 15, 17, 5, -15]","[36, 27, 29, 10, -14, 19, -11, -15]","[34, 25, 27, 11, -10, 20, -13, -14]","[25, 15, 17, 14, 1, 15, 2, -11]"
5,-1,-19.9,-51,"[26, 39, 30, 14, -16, 24, -11, -7]","[25, 5, 14, 22, 8, 18, 16, -13]","[26, 28, 24, 14, -8, 20, -5, -9]","[31, 39, 34, 11, -22, 21, -14, -10]","[25, 26, 23, 14, -7, 19, -4, -9]","[35, 29, 12, 9, -3, 5, 1, -1]","[35, 38, 36, 10, -25, 20, -15, -13]","[27, 12, 18, 17, 4, 18, 2, -13]","[29, 19, 17, 13, -3, 19, 3, -12]","[32, 28, 28, 12, -11, 21, -13, -13]"
6,-1,-13.05,-38,"[26, 39, 30, 14, -16, 24, -11, -7]","[26, 39, 30, 14, -16, 24, -11, -7]","[26, 39, 30, 14, -16, 24, -11, -7]","[25, 6, 14, 22, 8, 18, 16, -13]","[27, 39, 31, 13, -18, 23, -12, -8]","[30, 39, 33, 12, -20, 22, -13, -9]","[27, 9, 14, 20, 6, 16, 13, -11]","[30, 36, 32, 12, -19, 21, -12, -10]","[31, 37, 33, 11, -20, 21, -13, -10]","[27, 27, 21, 13, -6, 16, -3, -7]"
7,-1,-12.0,-27,"[26, 39, 30, 14, -16, 24, -11, -7]","[25, 39, 28, 13, -14, 24, -9, -7]","[25, 16, 19, 20, 1, 20, 8, -11]","[26, 29, 25, 16, -9, 22, -3, -9]","[25, 8, 15, 21, 6, 18, 14, -13]","[25, 18, 20, 18, -1, 19, 4, -11]","[27, 36, 28, 13, -15, 21, -10, -8]","[25, 15, 18, 18, 1, 18, 7, -11]","[27, 30, 24, 13, -9, 18, -5, -7]","[26, 27, 24, 14, -8, 19, -4, -9]"
8,-1,-13.4,-45,"[26, 39, 30, 14, -16, 24, -11, -7]","[26, 36, 29, 15, -14, 23, -9, -8]","[26, 32, 26, 15, -11, 23, -5, -8]","[26, 39, 29, 14, -15, 23, -11, -7]","[26, 38, 19, 8, 8, 14, -10, 1]","[25, 20, 21, 18, -2, 20, 5, -11]","[25, 20, 20, 18, -2, 20, 3, -10]","[25, 12, 17, 19, 3, 18, 10, -12]","[25, 20, 21, 17, -3, 19, 2, -10]","[25, 15, 16, 19, 3, 17, 8, -12]"
9,-1,-10.1,-35,"[26, 39, 30, 14, -16, 24, -11, -7]","[25, 17, 7, 18, 3, 17, 9, 2]","[26, 36, 29, 15, -14, 23, -9, -8]","[26, 36, 29, 15, -14, 23, -9, -8]","[26, 37, 29, 14, -15, 24, -10, -7]","[24, 22, 20, 9, 8, 20, 10, -10]","[26, 28, 23, 16, -7, 20, -2, -9]","[25, 26, 22, 17, -5, 20, -1, -10]","[21, 25, 18, 14, -1, 20, 4, -9]","[26, 24, 23, 15, -5, 19, -1, -10]"
0,-23,-98.2,-278,"[38, -34, 32, 17, 35, -40, 9, 20]","[37, 19, -4, -2, 25, 46, -9, 15]","[-39, -29, -14, 41, 31, 6, 37, 34]","[-33, -37, 32, 5, 26, 2, 27, 37]","[46, -47, 40, 23, 24, -13, 7, -28]","[13, -27, 28, -28, 29, 15, -16, 33]","[-24, 46, -36, 32, -48, 25, 24, 26]","[6, 28, 0, -30, 40, -43, -3, 41]","[8, -33, -7, 3, -11, 46, 13, 20]","[50, 23, -33, 26, -8, -36, -5, 19]"
1,-2,-54.2,-145,"[11, -2, 10, 1, 25, 29, 5, 23]","[-7, -16, 18, 2, 26, 19, 13, 29]","[38, -34, 32, 17, 35, -40, 9, 20]","[35, -33, 32, 12, 34, -34, 6, 22]","[38, -34, 32, 15, 34, -39, 8, 20]","[-37, -27, -13, 41, 31, 7, 36, 32]","[23, 8, 32, -13, 8, 7, -9, 0]","[-29, -3, 4, 16, -4, 11, 26, 32]","[-28, 12, -8, 21, -18, 16, 25, 31]","[25, 32, 29, 22, 36, 21, 4, -19]"
2,-2,-37.35,-70,"[11, -2, 10, 1, 25, 29, 5, 23]","[33, -20, 31, 14, 34, -23, 6, 14]","[9, 2, 10, 8, 0, 23, 7, 27]","[-10, 6, 0, 12, 2, 22, 16, 27]","[37, -34, 32, 16, 35, -39, 8, 20]","[24, -33, 24, 20, 33, -30, 13, 22]","[-23, -28, -5, 36, 32, -2, 31, 30]","[15, -23, 22, 17, 22, -23, 15, 24]","[32, -29, 28, 16, 25, -25, 8, 13]","[27, 19, 30, 20, 36, 10, 4, -11]"
3,-2,-27.4,-78,"[11, -2, 10, 1, 25, 29, 5, 23]","[24, 15, 6, 16, 34, 6, 6, -5]","[19, -12, 17, 6, 28, 8, 6, 22]","[14, 2, 14, 5, 27, 25, 5, 17]","[25, 10, 30, 8, 31, 9, 0, -3]","[29, -16, 27, 13, 28, -15, 6, 16]","[13, -2, 14, 9, 6, 15, 7, 25]","[17, -14, 24, 18, 25, -16, 13, 17]","[12, -1, 13, 7, 2, 20, 6, 23]","[20, 12, 27, 19, 30, 7, 7, -3]"
4,-2,-20.2,-109,"[11, -2, 10, 1, 25, 29, 5, 23]","[19, -8, 17, 6, 26, 11, 5, 20]","[26, 3, 29, 9, 30, 3, 2, 2]","[9, 0, 13, 2, 22, 25, 6, 18]","[21, -10, 20, 8, 27, 3, 6, 19]","[28, -9, 28, 12, 29, -9, 4, 11]","[23, -11, 8, 12, 20, 9, 9, 19]","[19, -7, 19, 10, 14, 4, 7, 22]","[20, 8, 27, 17, 29, 5, 6, 0]","[28, -16, 26, 13, 28, -14, 6, 16]"
5,-2,-26.7,-64,"[11, -2, 10, 1, 25, 29, 5, 23]","[19, -8, 17, 6, 26, 11, 5, 20]","[20, 10, 4, 7, 26, 10, 6, 7]","[23, -11, 8, 12, 20, 9, 9, 19]","[23, -11, 9, 12, 19, 9, 9, 19]","[8, -1, 20, 16, 19, 1, 12, 13]","[21, -10, 22, 8, 18, 4, 5, 15]","[10, 8, 24, 5, 10, 12, 10, 4]","[17, -5, 13, 10, 17, 10, 8, 13]","[7, -4, 19, 14, 18, -1, 12, 15]"
6,-2,-20.5,-36,"[11, -2, 10, 1, 25, 29, 5, 23]","[19, -8, 17, 6, 26, 11, 5, 20]","[22, -1, 7, 10, 22, 9, 8, 13]","[23, -11, 8, 12, 20, 9, 9, 19]","[23, -11, 9, 12, 19, 9, 9, 19]","[8, 2, 20, 13, 14, 7, 9, 11]","[10, 8, 23, 5, 10, 12, 9, 4]","[8, 3, 19, 12, 12, 10, 8, 9]","[8, 6, 20, 9, 7, 16, 6, 7]","[16, -4, 17, 9, 11, 15, 5, 10]"
7,-2,-19.65,-52,"[11, -2, 10, 1, 25, 29, 5, 23]","[19, -8, 17, 6, 26, 11, 5, 20]","[10, 0, 13, 3, 20, 25, 5, 19]","[18, -7, 17, 7, 22, 12, 5, 18]","[23, -11, 9, 12, 19, 9, 9, 19]","[23, -11, 8, 12, 20, 9, 9, 19]","[19, -5, 13, 10, 17, 10, 9, 14]","[9, 4, 17, 7, 12, 20, 6, 11]","[14, 2, 18, 7, 13, 11, 9, 9]","[12, 7, 20, 5, 12, 12, 9, 4]"
8,-2,-23.35,-50,"[11, -2, 10, 1, 25, 29, 5, 23]","[11, -1, 14, 4, 20, 23, 5, 19]","[13, -3, 15, 5, 21, 19, 5, 19]","[11, -1, 13, 3, 19, 23, 5, 19]","[11, 3, 16, 4, 17, 20, 7, 13]","[11, 4, 17, 4, 15, 17, 7, 10]","[19, -4, 12, 9, 17, 10, 9, 12]","[14, 1, 18, 7, 12, 11, 9, 10]","[21, -1, 9, 7, 20, 10, 7, 6]","[18, 1, 10, 6, 18, 12, 7, 6]"
9,-2,-20.75,-63,"[11, -2, 10, 1, 25, 29, 5, 23]","[11, -1, 14, 4, 20, 23, 5, 19]","[11, -1, 15, 4, 19, 21, 6, 18]","[13, -3, 15, 5, 20, 19, 5, 19]","[11, -1, 13, 3, 19, 23, 5, 19]","[12, 0, 15, 4, 17, 19, 6, 16]","[14, 0, 16, 5, 14, 16, 7, 15]","[13, 0, 16, 6, 14, 15, 8, 13]","[15, -3, 14, 5, 14, 16, 6, 18]","[14, 1, 17, 7, 13, 13, 8, 11]"
0,-3,-105.9,-231,"[-40, 31, 35, 39, 30, -27, -11, 46]","[44, -17, 2, -7, 32, 12, 21, -1]","[8, 41, 50, 49, 32, -1, -9, -42]","[49, 34, 41, 18, 2, 15, -2, -16]","[-17, -19, 27, 45, 11, 31, 35, 41]","[3, 49, -19, 12, 19, 27, -22, -32]","[43, 32, -15, 14, 8, -49, 12, -20]","[-36, -13, -3, 31, 18, 34, -21, 9]","[-3, 14, 39, -16, 35, -11, -22, -35]","[31, -37, 17, 33, -5, 17, -30, -30]"
1,-1,-58.35,-159,"[-40, 29, 33, 39, 29, -24, -11, 44]","[-40, 31, 35, 39, 30, -27, -11, 46]","[-40, 31, 35, 39, 30, -27, -11, 46]","[-40, 31, 35, 39, 30, -27, -11, 46]","[28, 41, 14, 15, 10, 20, -11, -23]","[25, 14, 28, 23, 32, 5, 5, -23]","[24, 42, 8, 15, 11, 22, -13, -25]","[44, 33, 41, 16, 1, 12, -5, -15]","[36, -27, 10, 10, 15, -1, -4, 9]","[9, -11, 6, 5, 5, 4, 20, -3]"
2,-1,-29.4,-73,"[-40, 29, 33, 39, 29, -24, -11, 44]","[-40, 31, 35, 39, 30, -27, -11, 46]","[-40, 31, 35, 39, 30, -27, -11, 46]","[-31, 25, 30, 36, 27, -25, -10, 43]","[3, 37, 28, 4, 5, 16, -8, 9]","[25, 14, 28, 23, 32, 5, 5, -23]","[35, 37, 27, 15, 6, 16, -8, -19]","[21, 42, 9, 16, 12, 20, -13, -22]","[6, 31, 34, 8, 29, -25, -11, 5]","[-6, 29, 16, 28, 22, -33, -1, 20]"
3,-1,-22.4,-57,"[-40, 29, 33, 39, 29, -24, -11, 44]","[-8, 34, 32, 29, 20, -9, -10, 18]","[-28, 30, 28, 35, 27, -29, -7, 37]","[5, 34, 8, 25, 16, 1, 9, 9]","[3, 37, 28, 4, 7, 13, -8, 9]","[25, 34, 19, 18, 11, -4, -4, -8]","[4, 26, 23, 32, 25, -28, -6, 33]","[4, 36, 28, 5, 9, 16, 5, 8]","[4, 34, 31, 6, 15, -1, -9, 7]","[-18, 30, 23, 32, 25, -31, -5, 29]"
4,-1,-13.45,-65,"[-40, 29, 33, 39, 29, -24, -11, 44]","[4, 35, 29, 5, 12, 8, -2, 8]","[4, 35, 30, 6, 12, 7, -2, 7]","[-28, 28, 30, 37, 28, -25, -10, 41]","[-4, 25, 31, 30, 20, -6, -11, 13]","[-8, 34, 32, 29, 20, -9, -10, 18]","[-8, 34, 32, 29, 20, -9, -10, 18]","[-28, 30, 28, 35, 27, -29, -7, 37]","[-28, 30, 28, 35, 27, -29, -7, 37]","[-8, 27, 26, 34, 26, -27, -7, 36]"
5,-1,-14.95,-73,"[-40, 29, 33, 39, 29, -24, -11, 44]","[4, 35, 29, 5, 12, 8, -2, 8]","[4, 35, 29, 5, 12, 8, -2, 8]","[1, 34, 30, 9, 14, 4, -3, 10]","[-25, 29, 30, 34, 26, -22, -9, 38]","[7, 30, 25, 1, 19, -11, 4, 22]","[4, 27, 25, 23, 19, -9, -5, 20]","[-21, 26, 30, 33, 27, -23, -10, 33]","[4, 28, 24, 26, 21, -15, -4, 24]","[3, 24, 27, 19, 15, 0, -8, 11]"
6,0,-11.05,-35,"[4, 33, 29, 8, 13, 7, -3, 9]","[-38, 29, 33, 38, 29, -24, -10, 43]","[-40, 29, 33, 39, 29, -24, -11, 44]","[1, 34, 30, 9, 14, 4, -3, 10]","[1, 34, 30, 9, 14, 4, -3, 10]","[4, 35, 28, 6, 12, 8, -2, 8]","[6, 32, 26, 2, 17, -5, 2, 17]","[4, 6, 30, 8, 26, -20, 10, 40]","[-25, 27, 31, 34, 27, -23, -10, 35]","[4, 28, 24, 26, 21, -15, -4, 24]"
7,0,-4.75,-20,"[4, 33, 29, 8, 13, 7, -3, 9]","[-27, 30, 32, 30, 25, -16, -8, 34]","[-7, 32, 30, 16, 17, -1, -5, 18]","[-27, 31, 32, 30, 24, -15, -9, 34]","[2, 33, 29, 10, 14, 5, -3, 11]","[-38, 29, 33, 37, 28, -22, -11, 42]","[5, 34, 27, 4, 14, 2, 0, 12]","[5, 33, 27, 4, 15, 1, 0, 13]","[5, 30, 25, 14, 19, -10, -1, 20]","[-12, 32, 31, 18, 19, -5, -5, 20]"
8,0,-4.5,-45,"[4, 33, 29, 8, 13, 7, -3, 9]","[-3, 33, 29, 12, 16, 0, -3, 16]","[-2, 31, 27, 16, 19, -8, -3, 20]","[-5, 31, 29, 16, 19, -7, -3, 20]","[-17, 30, 30, 22, 23, -13, -5, 29]","[-5, 32, 29, 16, 17, -2, -4, 18]","[1, 31, 28, 14, 18, -5, -3, 17]","[-2, 31, 28, 13, 19, -8, -2, 20]","[-22, 31, 31, 26, 22, -11, -8, 30]","[-23, 30, 32, 27, 23, -12, -8, 30]"
9,0,-14.75,-79,"[4, 33, 29, 8, 13, 7, -3, 9]","[-3, 33, 29, 12, 16, 0, -3, 16]","[-6, 32, 29, 17, 17, -3, -4, 19]","[0, 33, 29, 11, 15, 3, -3, 13]","[-5, 32, 29, 13, 18, -5, -3, 20]","[1, 30, 27, 14, 19, -8, -2, 20]","[-34, 29, 33, 35, 27, -21, -10, 40]","[-36, 29, 33, 36, 28, -22, -11, 41]","[0, 33, 27, 10, 15, 1, -2, 14]","[-14, 31, 27, 24, 18, -5, -5, 22]"
0,-25,-126.0,-250,"[-23, 21, 17, -14, 38, -49, 37, 48]","[7, 36, -16, -5, 16, 31, -5, 8]","[38, -23, 29, 25, 46, 1, 2, 24]","[-26, -16, 50, -17, 19, 25, 45, -23]","[46, 2, 13, -31, 6, 39, 5, -33]","[6, -41, -6, 45, 34, 48, -41, -18]","[-17, 22, -30, -42, 9, -9, 39, 39]","[-46, 49, 1, -35, 20, -7, 23, -3]","[35, 28, 49, 45, 39, -24, 13, 27]","[27, -45, -26, -30, 50, -1, 4, 6]"
1,-25,-78.15,-197,"[-23, 21, 17, -14, 38, -49, 37, 48]","[-13, 26, 6, -11, 31, -23, 23, 35]","[-3, 31, -5, -8, 23, 5, 9, 21]","[-22, 21, 5, -21, 31, -39, 37, 46]","[38, -23, 29, 25, 46, 1, 2, 24]","[5, -23, 29, 4, 2, 1, 2, 24]","[1, 0, 9, 6, 7, 8, 8, -2]","[42, 2, 10, -30, 7, 38, 0, -34]","[2, 9, 8, -17, -18, 38, 5, 7]","[-34, 46, 8, -23, 23, -10, 21, 2]"
2,-25,-60.65,-86,"[-23, 21, 17, -14, 38, -49, 37, 48]","[-13, 26, 6, -11, 31, -23, 23, 35]","[-22, 21, 9, -19, 33, -43, 37, 47]","[-14, 13, 14, -6, 26, -27, 26, 29]","[-19, 6, 16, -10, 32, -38, 32, 39]","[-8, 8, 12, -2, 19, -14, 19, 17]","[-13, 24, -5, -22, 21, -19, 27, 35]","[-3, 4, 10, 2, 13, -3, 13, 7]","[10, -19, 27, -3, 1, 6, 3, 13]","[2, -28, -12, 18, 18, 34, 1, 4]"
3,-13,-50.5,-87,"[-21, 21, 7, -16, 34, 8, 8, 46]","[-23, 21, 17, -14, 38, -49, 37, 48]","[-17, 24, 7, -14, 32, -31, 29, 40]","[-18, 23, 8, -16, 32, -35, 31, 42]","[-16, 16, 10, -12, 27, -31, 30, 35]","[-18, 8, 14, -11, 31, -36, 32, 39]","[-9, 10, 15, -8, 22, -20, 23, 23]","[-14, 13, 11, -9, 25, -26, 26, 29]","[-5, 26, 6, 1, 14, -23, 13, 21]","[-5, -9, 0, 7, 22, 6, 13, 16]"
4,-13,-46.5,-94,"[-21, 21, 7, -16, 34, 8, 8, 46]","[9, 3, 17, 9, 30, 4, 6, 4]","[-15, 10, 4, -7, 30, 7, 10, 35]","[-20, 22, 12, -14, 35, -40, 33, 44]","[7, 3, 12, -5, 7, 1, 21, 21]","[-11, 2, 3, -2, 26, 7, 11, 27]","[-9, 16, 17, -9, 21, -24, 20, 29]","[-9, 10, 15, -8, 22, -20, 23, 23]","[-9, 10, 15, -8, 22, -20, 23, 23]","[-14, 13, 11, -9, 25, -26, 26, 29]"
5,-4,-37.35,-78,"[2, 21, 0, 6, 9, 0, 12, 46]","[-21, 21, 7, -16, 34, 8, 8, 46]","[-10, 0, 10, 7, 23, 9, 16, 28]","[5, 5, 17, 5, 28, -2, 10, 8]","[-20, 22, 11, -14, 35, -32, 29, 44]","[-13, 10, 5, -7, 27, 6, 9, 32]","[-14, 12, 4, -10, 28, 0, 14, 34]","[-16, 18, 13, -12, 31, -34, 30, 37]","[-10, 9, 10, -5, 24, -8, 15, 28]","[-11, 2, 3, -2, 26, 7, 11, 27]"
6,-4,-31.1,-53,"[2, 21, 0, 6, 9, 0, 12, 46]","[-1, 21, 2, 3, 13, -6, 15, 45]","[-21, 21, 7, -16, 34, 8, 8, 46]","[-17, 18, 9, -13, 32, 3, 11, 40]","[-10, 2, 10, 5, 23, 4, 17, 28]","[-13, 18, 11, -9, 27, -28, 27, 38]","[-11, 8, 13, -1, 23, -9, 19, 29]","[-10, 7, 12, -1, 23, -7, 19, 28]","[-13, 12, 5, -9, 28, -1, 14, 33]","[-14, 12, 4, -10, 28, 0, 14, 34]"
7,-4,-21.3,-36,"[2, 21, 0, 6, 9, 0, 12, 46]","[2, 21, 0, 6, 9, 0, 12, 46]","[2, 21, 0, 6, 9, 0, 12, 46]","[-1, 16, 3, 6, 13, 1, 13, 41]","[-4, 14, 5, 4, 17, -2, 16, 39]","[-2, 20, 3, 2, 14, -8, 16, 43]","[-7, 7, 7, 5, 19, 3, 16, 33]","[-7, 9, 7, 4, 19, 0, 16, 34]","[-18, 17, 9, -12, 31, 3, 11, 41]","[-10, 4, 10, 3, 23, 0, 18, 28]"
